language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.04  T=9.92 s (115.8 files/s 117475.8 lines/s)"
XML,..\..\dev\winforms\pie\packages\System.Reflection.Emit.4.7.0\ref\netstandard1.1\it\System.Reflection.Emit.xml,0,0,1481
XML,..\..\dev\winforms\pie\packages\Microsoft.IdentityModel.Clients.ActiveDirectory.3.13.8\lib\Xamarin.iOS10\Microsoft.IdentityModel.Clients.ActiveDirectory.XML,2,0,1469
XML,..\..\dev\winforms\pie\packages\System.Speech.7.0.0\lib\netstandard2.0\System.Speech.xml,3,0,1467
XML,..\..\dev\winforms\pie\packages\System.Configuration.ConfigurationManager.7.0.0\lib\net7.0\System.Configuration.ConfigurationManager.xml,5,0,1463
XML,..\..\dev\winforms\pie\packages\System.DirectoryServices.7.0.0\runtimes\win\lib\net7.0\System.DirectoryServices.xml,2,0,1436
XML,..\..\dev\winforms\pie\packages\System.Reflection.Emit.4.7.0\ref\netstandard1.1\ru\System.Reflection.Emit.xml,0,0,1404
XML,..\..\dev\winforms\pie\packages\System.Speech.7.0.0\lib\net6.0\System.Speech.xml,0,0,1298
XML,..\..\dev\winforms\pie\packages\System.ValueTuple.4.5.0\lib\portable-net40+sl4+win8+wp8\System.ValueTuple.xml,3,0,1296
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Cng.5.0.0\ref\netstandard2.0\System.Security.Cryptography.Cng.xml,0,0,1269
XML,..\..\dev\winforms\pie\packages\Microsoft.Extensions.Logging.Abstractions.6.0.0\lib\netstandard2.0\Microsoft.Extensions.Logging.Abstractions.xml,0,0,1228
XML,..\..\dev\winforms\pie\packages\System.Security.Cryptography.Cng.5.0.0\ref\netcoreapp2.0\System.Security.Cryptography.Cng.xml,0,0,1228
XML,..\..\dev\winforms\pie\packages\System.Speech.7.0.0\lib\net7.0\System.Speech.xml,0,0,1227
XML,..\..\dev\winforms\pie\packages\K4os.Compression.LZ4.1.3.5\lib\netstandard2.1\K4os.Compression.LZ4.xml,0,0,1211
C++,..\..\dev\winforms\pie\packages\CefSharp.Common.116.0.150\src\CefSharp.Core.Runtime\Internals\ClientAdapter.cpp,326,71,1205
XML,..\..\dev\winforms\pie\packages\Microsoft.Extensions.Logging.Abstractions.6.0.0\lib\net6.0\Microsoft.Extensions.Logging.Abstractions.xml,0,0,1119
Text,..\..\dev\winforms\pie\packages\System.Text.Json.9.0.0\THIRD-PARTY-NOTICES.TXT,326,0,1070
XML,..\..\dev\winforms\pie\packages\System.Security.Principal.Windows.5.0.0\runtimes\win\lib\netcoreapp2.1\System.Security.Principal.Windows.xml,59,0,1032
Text,..\..\dev\winforms\pie\packages\LibGit2Sharp.NativeBinaries.2.0.320\libgit2\libgit2.license.txt,226,0,990
XML,..\..\dev\winforms\pie\packages\System.Data.OleDb.7.0.0\runtimes\win\lib\net6.0\System.Data.OleDb.xml,2,0,965
XML,..\..\dev\winforms\pie\packages\Microsoft.Win32.Registry.5.0.0\runtimes\win\lib\netstandard2.0\Microsoft.Win32.Registry.xml,87,0,938
MSBuild script,..\..\dev\winforms\pie\pie.csproj,0,0,937
XML,..\..\dev\winforms\pie\packages\System.Text.Encodings.Web.9.0.0\lib\netstandard2.0\System.Text.Encodings.Web.xml,4,0,935
C# Designer,..\..\dev\winforms\pie\Forms\MainForm.Designer.cs,6,329,933
Text,..\..\dev\winforms\pie\.vs\pie\v17\HierarchyCache.v1.txt,0,0,928
C#,..\..\dev\winforms\pie\packages\CefSharp.Common.116.0.150\src\CefSharp\WebBrowserExtensions.cs,301,778,923
XML,..\..\dev\winforms\pie\packages\Microsoft.IdentityModel.Clients.ActiveDirectory.3.13.8\lib\net45\Microsoft.IdentityModel.Clients.ActiveDirectory.Platform.XML,30,0,903
XML,..\..\dev\winforms\pie\packages\System.Data.OleDb.7.0.0\runtimes\win\lib\net7.0\System.Data.OleDb.xml,2,0,894
Text,..\..\dev\winforms\pie\packages\System.Threading.Channels.7.0.0\THIRD-PARTY-NOTICES.TXT,262,0,883
XML,..\..\dev\winforms\pie\packages\System.Diagnostics.PerformanceCounter.7.0.0\runtimes\win\lib\net6.0\System.Diagnostics.PerformanceCounter.xml,0,0,869
